task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
829	26/82352c	2055371	call_stars (NA18565.wgs)	COMPLETED	0	2025-12-25 10:36:00.498	3.2s	1s	55.9%	1.9 MB	5.6 MB	6 MB	1.6 KB
830	3f/25faa1	2055378	analyse_2 (NA18952.wgs)	COMPLETED	0	2025-12-25 10:36:00.511	3.2s	0ms	53.2%	1.5 MB	7.4 MB	55.7 KB	1.3 KB
742	29/6bc8ee	2056079	call_stars (NA18868.wgs)	COMPLETED	0	2025-12-25 10:36:03.596	1.9s	1s	33.2%	2 MB	5.6 MB	1.1 MB	1.6 KB
743	c2/d0c2d4	2056117	call_stars (NA10831.wgs)	COMPLETED	0	2025-12-25 10:36:03.698	1.8s	0ms	54.9%	1.4 MB	4.3 MB	6 MB	1.7 KB
778	df/145f4e	2056448	call_stars (NA07055.wgs)	COMPLETED	0	2025-12-25 10:36:05.495	3.7s	1s	45.0%	2.4 MB	5.9 MB	6 MB	1.7 KB
751	e6/4bed18	2056447	call_stars (NA19819.wgs)	COMPLETED	0	2025-12-25 10:36:05.488	3.8s	1s	56.2%	1.9 MB	5.6 MB	6.3 MB	1.7 KB
784	dc/b39f95	2056827	call_stars (NA21781.wgs)	COMPLETED	0	2025-12-25 10:36:09.244	1.2s	0ms	50.1%	1.9 MB	5.6 MB	6 MB	1.7 KB
785	55/d04281	2056865	call_stars (NA19147.wgs)	COMPLETED	0	2025-12-25 10:36:09.343	3.7s	1s	65.2%	2 MB	5.6 MB	6 MB	1.6 KB
793	0e/07047a	2057195	call_stars (NA18540.wgs)	COMPLETED	0	2025-12-25 10:36:10.480	4.4s	0ms	40.2%	2.2 MB	5.9 MB	6.3 MB	1.7 KB
796	c2/2b2424	2057292	call_stars (NA18855.wgs)	COMPLETED	0	2025-12-25 10:36:13.027	1.9s	0ms	54.8%	1.2 MB	4.3 MB	6 MB	1.6 KB
807	24/fb8bee	2057579	call_stars (NA11832.wgs)	COMPLETED	0	2025-12-25 10:36:14.891	5.1s	0ms	45.6%	2 MB	5.6 MB	6.3 MB	1.7 KB
810	5b/ec3751	2057580	call_stars (NA18966.wgs)	COMPLETED	0	2025-12-25 10:36:14.897	5.1s	0ms	47.8%	2 MB	5.6 MB	6.2 MB	1.6 KB
834	04/bcb73f	2057975	call_stars (NA19174.wgs)	COMPLETED	0	2025-12-25 10:36:19.990	5.1s	0ms	58.4%	2 MB	5.6 MB	6 MB	1.7 KB
833	55/85edd0	2057974	call_stars (NA20296.wgs)	COMPLETED	0	2025-12-25 10:36:19.983	5.2s	0ms	49.1%	1.9 MB	5.6 MB	6.2 MB	1.6 KB
835	b4/1e7d49	2058356	call_stars (NA18552.wgs)	COMPLETED	0	2025-12-25 10:36:25.100	5.4s	0ms	54.2%	2 MB	5.6 MB	6 MB	1.6 KB
836	74/72e40d	2058394	call_stars (HG01190.wgs)	COMPLETED	0	2025-12-25 10:36:25.200	5.3s	0ms	51.1%	2 MB	5.6 MB	6 MB	1.7 KB
837	3c/21ce37	2058741	call_stars (NA18942.wgs)	COMPLETED	0	2025-12-25 10:36:30.531	3.3s	1s	50.6%	2 MB	5.6 MB	10.9 MB	1.8 KB
838	9c/9a3964	2058742	call_stars (NA19226.wgs)	COMPLETED	0	2025-12-25 10:36:30.537	3.3s	1s	40.1%	1.9 MB	5.6 MB	1.1 MB	1.6 KB
839	35/8f51fa	2059120	call_stars (NA19207.wgs)	COMPLETED	0	2025-12-25 10:36:33.831	1.9s	0ms	51.4%	1.9 MB	5.6 MB	6.3 MB	1.6 KB
840	e8/567fda	2059121	call_stars (NA18952.wgs)	COMPLETED	0	2025-12-25 10:36:33.837	1.8s	0ms	47.4%	3.4 MB	6.3 MB	1.1 MB	1.6 KB
